12,18,31,26,26,26,26,26,26,26,26,30,41,41,41,41,41,41,41,41,41,41,31,26,30,41,41,41,41,41,41,31,26,30,41,41,41,31,26,30,17,18,31,26,26,26,30,17,12,12
12,18,31,26,27,28,28,28,28,28,28,38,41,41,41,41,41,41,41,41,41,41,31,26,30,41,41,41,41,41,41,31,26,30,41,35,33,34,26,30,17,18,31,26,27,28,38,17,12,12
12,18,31,26,30,14,15,16,41,41,41,41,41,41,41,41,41,41,41,41,41,41,31,26,30,41,41,41,41,41,41,31,26,30,41,31,26,26,26,30,17,18,31,26,30,14,15,25,12,12
12,18,31,26,30,17,12,18,41,41,41,41,41,41,41,41,41,41,41,41,41,41,31,26,30,10,41,41,41,41,41,37,28,38,41,31,26,27,28,38,17,18,31,26,30,17,12,12,12,12
12,18,31,26,30,17,12,18,41,41,26,32,33,33,33,33,33,33,33,36,41,41,31,26,32,33,33,33,33,33,33,33,33,33,33,34,26,30,10,41,17,18,31,26,30,17,12,12,12,12
12,18,31,26,30,17,12,18,41,41,26,26,26,26,26,26,26,26,26,30,41,41,31,26,26,26,26,26,26,26,26,26,26,26,26,26,26,30,10,14,25,18,31,26,30,17,12,12,12,12
12,18,31,26,30,17,13,18,41,41,41,41,41,41,41,41,41,41,26,41,41,41,31,26,27,28,28,28,28,28,28,28,28,28,28,29,26,30,10,17,12,18,31,26,30,17,12,12,12,12
12,18,31,26,30,17,12,24,16,11,11,41,41,41,41,41,41,41,26,41,41,41,31,26,32,33,33,33,33,33,33,36,41,41,41,31,26,30,10,19,20,21,31,26,30,17,12,12,12,12
12,18,31,26,30,17,12,12,18,11,41,41,41,41,41,41,41,41,26,41,41,41,31,26,26,26,26,26,26,26,26,30,41,41,41,31,26,32,33,33,33,33,34,26,30,17,12,12,12,12
12,18,31,26,30,17,12,22,21,11,41,41,41,41,41,41,41,41,26,41,41,41,31,26,27,28,28,28,28,28,28,38,41,41,41,31,26,26,26,26,26,26,26,26,30,17,12,12,12,12
12,18,31,26,30,17,12,18,11,11,41,41,41,41,41,41,41,41,26,41,41,41,31,26,30,41,41,41,41,41,41,41,41,41,41,31,26,30,10,28,28,28,28,28,38,17,12,12,12,12
12,18,31,26,30,17,12,18,11,11,41,41,41,41,41,41,41,41,26,41,41,41,31,26,30,41,41,10,35,33,33,33,36,41,41,31,26,30,10,14,15,15,15,15,15,25,12,12,12,12
12,18,31,26,30,17,12,18,11,11,41,41,41,41,31,26,26,26,26,41,41,41,31,26,30,41,41,41,31,26,26,26,30,41,41,31,26,30,10,17,12,12,12,12,12,12,12,12,12,12
12,18,31,26,30,17,13,18,11,11,41,41,41,41,31,26,27,28,28,41,41,41,31,26,30,41,41,41,31,26,26,26,30,41,41,31,26,30,10,17,12,12,12,12,13,12,12,12,12,12
12,18,31,26,30,17,12,18,11,11,41,41,41,41,31,26,30,41,41,41,41,41,31,26,30,41,41,41,31,26,26,26,30,41,41,31,26,30,14,25,12,12,13,12,12,12,12,12,12,12
12,18,31,26,30,17,12,24,16,11,41,41,41,41,37,28,38,41,41,41,41,41,31,26,30,41,41,41,37,29,26,27,41,41,41,31,26,30,17,12,12,12,12,12,12,12,12,12,12,12
12,18,31,26,30,17,12,12,18,35,33,33,33,33,33,33,33,33,33,33,33,33,34,26,30,41,41,41,41,31,26,30,41,41,41,31,26,30,17,12,12,12,12,12,12,12,13,12,12,12
12,18,31,26,30,17,12,12,18,31,26,26,26,26,26,26,26,26,26,26,26,26,26,26,30,41,41,41,41,31,26,32,33,33,33,34,26,30,17,12,12,13,12,12,12,12,12,12,12,12
12,18,31,26,30,17,12,12,18,31,26,27,28,28,28,28,28,28,28,28,28,28,29,26,30,41,41,41,41,31,26,26,26,26,26,26,26,30,17,12,12,12,12,12,12,12,12,12,12,12
12,18,31,26,30,19,20,20,21,31,26,30,41,35,33,33,33,33,36,41,41,41,31,26,30,41,41,41,41,31,26,27,28,28,28,28,28,38,19,23,12,12,12,12,12,12,12,12,12,12
12,18,31,26,30,10,0,10,10,31,26,30,41,31,26,26,26,26,30,41,41,41,31,26,30,10,10,41,41,31,26,30,41,41,10,10,10,10,10,19,23,12,12,12,13,12,12,12,12,12
12,18,31,26,30,14,15,16,41,31,26,30,41,37,28,28,29,26,30,41,41,41,31,26,32,33,33,33,33,34,26,32,33,33,33,33,33,33,36,10,17,12,12,12,12,12,12,12,12,12
12,18,31,26,30,17,12,18,41,31,26,32,33,33,33,33,34,26,32,33,36,41,31,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,30,10,17,12,13,12,12,12,12,12,12,12
12,18,31,26,30,17,12,18,41,31,26,26,26,26,26,26,26,26,26,26,30,41,10,28,28,29,26,27,28,28,28,28,28,28,28,28,29,26,30,10,17,12,12,12,12,12,12,12,12,12
12,18,31,26,30,17,12,18,41,37,28,28,28,28,28,28,28,28,29,26,32,33,33,33,33,34,26,30,41,41,41,41,10,10,41,10,37,28,38,10,17,12,12,12,12,13,12,12,12,12
12,18,31,26,30,17,12,18,41,41,41,41,41,41,41,41,41,41,31,26,26,26,26,26,26,26,26,30,41,41,41,41,10,10,10,10,2,2,2,10,17,12,12,12,12,12,12,13,12,12
12,18,31,26,30,17,12,18,41,41,41,41,41,41,41,41,41,41,37,28,28,28,28,28,28,28,28,38,41,41,41,41,10,41,10,10,2,2,41,10,17,12,12,12,12,12,12,12,12,12
12,18,31,26,30,17,12,24,15,15,15,15,15,15,16,41,41,41,14,15,15,15,15,15,15,15,15,15,15,15,15,16,10,11,10,33,10,10,14,15,25,12,13,12,12,12,12,12,12,12
12,18,31,26,30,17,12,12,12,12,12,12,12,12,24,15,15,15,25,12,12,12,12,12,12,12,12,12,12,12,12,24,15,16,31,26,30,14,25,12,12,12,12,12,12,12,13,12,12,12
12,18,31,26,30,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,40,26,40,17,12,12,12,12,12,13,12,12,12,12,12,12
12,18,31,26,32,33,33,33,33,33,40,40,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,40,40,26,40,17,12,12,12,12,12,12,12,12,12,12,12,12
12,18,31,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,30,17,12,13,12,12,12,12,12,12,12,12,12,12
12,18,37,28,28,28,28,28,28,28,40,40,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,38,17,12,12,12,12,12,12,12,13,12,12,12,12
12,24,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,25,12,12,12,12,12,12,12,12,12,12,12,12
